DRO PID, Title, Publication Type, Authors, ISSN, Parent Publication,Fields Of Research, Publication Year, Scopus Citation Count, Web of Science Citation Count, Journal Impact Factor, SJR, Abstract Views, File Downloads, URL, Open Access
DU:30039054,Positive and negative effects of phoretic mites on the reproductive output of an invasive bark beetle,Journal Article,"Hodgkin, Lisa K.;Elgar, Mark A.;Symonds, Matthew R. E.",0004-959X,Australian journal of zoology,"060201 Behavioural Ecology,060808 Invertebrate Biology,060201 Behavioural Ecology,060808 Invertebrate Biology",2010,6,5,0.766,0.416,284,2,http://dro.deakin.edu.au/view/DU:30039054,FALSE
DU:30039053,Changing philosophies and tools for statistical inferences in behavioral ecology,Journal Article,"Garamszegi, Zsolt;Calhim, Sara;Dochtermann, Ned;Hegyi, Gergely;Hurd, Peter L.;Jorgensen, Christian;Kutsukake, Nobuyuki;Lajeunesse, Marc J.;Pollard, Kimberly A.;Schielzeth, Holger;Symonds, Matthew R.E.;Nakagawa, Shinichi",1045-2249,Behavioral ecology,"060201 Behavioural Ecology,060201 Behavioural Ecology",2009,99,94,3.311,1.642,364,2,http://dro.deakin.edu.au/view/DU:30039053,FALSE
DU:30040515,"A brief guide to model selection, multimodel inference and model averaging in behavioural ecology using Akaike's information criterion",Journal Article,"Symonds, Matthew R. E.;Moussalli, Adnan",0340-5443,Behavioral ecology and sociobiology,"060201 Behavioural Ecology,060201 Behavioural Ecology",2011,811,764,2.185,1.278,610,4,http://dro.deakin.edu.au/view/DU:30040515,FALSE
DU:30039051,Publication success in Nature and Science is not gender dependent,Journal Article,"Braisher, Tamsin L.;Symonds, Matthew R. E.;Gemmell, Neil J.",0265-9247,BioEssays,"060299 Ecology not elsewhere classified,060299 Ecology not elsewhere classified",2005,9,10,4.441,2.585,59,3,http://dro.deakin.edu.au/view/DU:30039051,FALSE
DU:30039072,The evolution of sex pheromones in an ecologically diverse genus of flies,Journal Article,"Symonds, Matthew R. E.;Moussalli, Adnan;Elgar, Mark A.",0024-4066,Biological journal of the Linnean Society,"060201 Behavioural Ecology,060309 Phylogeny and Comparative Analysis,060808 Invertebrate Biology",2009,29,29,2.288,1.112,296,3,http://dro.deakin.edu.au/view/DU:30039072,FALSE
DU:30055438,Factors shaping the evolution of colour patterns in Australian agamid lizards (Agamidae): a comparative study,Journal Article,"Chen, I-Ping;Symonds, Matthew R.E.;Melville, Jane;Stuart-Fox, Devi",0024-4066,Biological journal of the Linnean Society,"060201 Behavioural Ecology,060309 Phylogeny and Comparative Analysis,060809 Vertebrate Biology",2013,14,13,2.288,1.112,316,2,http://dro.deakin.edu.au/view/DU:30055438,FALSE
DU:30039072,The evolution of sex pheromones in an ecologically diverse genus of flies,Journal Article,"Symonds, Matthew R. E.;Moussalli, Adnan;Elgar, Mark A.",1095-8312,Biological journal of the Linnean Society,"060201 Behavioural Ecology,060309 Phylogeny and Comparative Analysis,060808 Invertebrate Biology",2009,29,29,2.288,1.112,296,3,http://dro.deakin.edu.au/view/DU:30039072,FALSE
DU:30055438,Factors shaping the evolution of colour patterns in Australian agamid lizards (Agamidae): a comparative study,Journal Article,"Chen, I-Ping;Symonds, Matthew R.E.;Melville, Jane;Stuart-Fox, Devi",1095-8312,Biological journal of the Linnean Society,"060201 Behavioural Ecology,060309 Phylogeny and Comparative Analysis,060809 Vertebrate Biology",2013,14,13,2.288,1.112,316,2,http://dro.deakin.edu.au/view/DU:30055438,FALSE
DU:30039062,Phylogeny and life histories of the 'Insectivora': controversies and consequences,Journal Article,"Symonds, Matthew R. E.",1464-7931,Biological reviews,"060201 Behavioural Ecology,060308 Life Histories,060309 Phylogeny and Comparative Analysis",2005,46,40,11.615,4.345,294,1,http://dro.deakin.edu.au/view/DU:30039062,FALSE
DU:30088482,The evolution of the avian bill as a thermoregulatory organ,Journal Article,"Tattersall, Glenn J.;Arnaout, Bassel;Symonds, Matthew R. E.",1469-185X,Biological reviews,"060399 Evolutionary Biology not elsewhere classified,06 Biological Sciences,060399 Evolutionary Biology not elsewhere classified,06 Biological Sciences",2017,18,16,11.615,4.345,144,1,http://dro.deakin.edu.au/view/DU:30088482,FALSE
DU:30039062,Phylogeny and life histories of the 'Insectivora': controversies and consequences,Journal Article,"Symonds, Matthew R. E.",1469-185X,Biological reviews,"060201 Behavioural Ecology,060308 Life Histories,060309 Phylogeny and Comparative Analysis",2005,46,40,11.615,4.345,294,1,http://dro.deakin.edu.au/view/DU:30039062,FALSE
DU:30049601,Can phylogeny predict chemical diversity and potential medicinal activity of plants? A case study of amaryllidaceae,Journal Article,"Ronsted, Nina;Symonds, Matthew R. E.;Birkholm, Trine;Christensen, Soren Brogger;Meerow, Alan W.;Molander, Marianne;Molgaard, Per;Petersen, Gitte;Rasmussen, Nina;van Staden, Johannes;Stafford, Gary I.;Jager, Anna K.",1471-2148,BMC evolutionary biology,"060309 Phylogeny and Comparative Analysis,060310 Plant Systematics and Taxonomy,111599 Pharmacology and Pharmaceutical Sciences not elsewhere classified",2012,44,47,3.221,1.806,310,51,http://dro.deakin.edu.au/view/DU:30049601,TRUE
DU:30077341,Evolutionary history and leaf succulence as explanations for medicinal use in aloes and the global popularity of Aloe vera,Journal Article,"Grace, Olwen M.;Buerki, Sven;Symonds, Matthew R. E.;Forest, Félix;van Wyk, Abraham E.;Smith, Gideon F.;Klopper, Ronell R.;Bjorå, Charlotte S.;Neale, Sophie;Demissew, Sebsebe;Simmonds, Monique S.J.;Rønsted, Nina",1471-2148,BMC evolutionary biology,"060309 Phylogeny and Comparative Analysis,060302 Biogeography and Phylogeography",2015,19,23,3.221,1.806,211,21,http://dro.deakin.edu.au/view/DU:30077341,TRUE
DU:30039055,Harem size and oviposition behaviour in a polygynous bark beetle,Journal Article,"Latty, Tanya M.;Magrath, Michael J. L.;Symonds, Matthew R. E.",0307-6946,Ecological entomology,"060201 Behavioural Ecology,060808 Invertebrate Biology,060201 Behavioural Ecology,060808 Invertebrate Biology",2009,7,6,1.771,0.987,295,2,http://dro.deakin.edu.au/view/DU:30039055,FALSE
DU:30077339,"Investment in sensory structures, testis size, and wing coloration in males of a diurnal moth species: trade-offs or correlated growth?",Journal Article,"Shiel, Brett P.;Sherman, Craig D. H.;Elgar, Mark A.;Johnson, Tamara L.;Symonds, Matthew R. E.",2045-7758,Ecology and evolution,"060808 Invertebrate Biology,060201 Behavioural Ecology",2015,1,1,2.44,1.579,215,29,http://dro.deakin.edu.au/view/DU:30077339,TRUE
DU:30044118,"Pheromone production, male abundance, body size, and the evolution of elaborate antennae in moths",Journal Article,"Symonds, Matthew R. E.;Johnson, Tamara L.;Elgar, Mark A.",2045-7758,Ecology and evolution,"060808 Invertebrate Biology,060201 Behavioural Ecology,060309 Phylogeny and Comparative Analysis",2012,26,22,2.44,1.579,1262,28,http://dro.deakin.edu.au/view/DU:30044118,TRUE
DU:30039066,"Species overlap, speciation and the evolution of aggregation pheromones in bark beetles",Journal Article,"Symonds, Matthew R. E.;Elgar, Mark A.",1461-023X,Ecology letters,"060201 Behavioural Ecology,060309 Phylogeny and Comparative Analysis,060808 Invertebrate Biology,060201 Behavioural Ecology,060309 Phylogeny and Comparative Analysis,060808 Invertebrate Biology",2004,27,25,9.449,7.634,302,1,http://dro.deakin.edu.au/view/DU:30039066,FALSE
DU:30109102,Mitogenomic and nuclear diversity in the Mulga Parrot of the Australian arid zone: cryptic subspecies and tests for selection,Journal Article,"McElroy, Kerensa;Beattie, Keira;Symonds, Matthew R. E.;Joseph, Leo",0158-4197,Emu - Austral ornithology,"0502 Environmental Science And Management,0602 Ecology,0608 Zoology",2018,3,2,0.989,0.549,69,1,http://dro.deakin.edu.au/view/DU:30109102,FALSE
DU:30112486,Biological determinants of research effort on Australian birds: a comparative analysis,Journal Article,"Yarwood, Maree R.;Weston, Michael A.;Symonds, Matthew R.E.",0158-4197,Emu: Austral ornithology,"050202 Conservation and Biodiversity,0502 Environmental Science And Management,0602 Ecology,0608 Zoology",2019,0,0,0.989,0.549,65,1,http://dro.deakin.edu.au/view/DU:30112486,FALSE
DU:30109102,Mitogenomic and nuclear diversity in the Mulga Parrot of the Australian arid zone: cryptic subspecies and tests for selection,Journal Article,"McElroy, Kerensa;Beattie, Keira;Symonds, Matthew R. E.;Joseph, Leo",1448-5540,Emu - Austral ornithology,"0502 Environmental Science And Management,0602 Ecology,0608 Zoology",2018,3,2,0.989,0.549,69,1,http://dro.deakin.edu.au/view/DU:30109102,FALSE
DU:30055252,"Distance from water, sex and approach direction influence flight distances among habituated black swans",Journal Article,"Guay, Patrick-Jean;Lorenz, Rachael D.A.;Robinson, Randall W.;Symonds, Matthew R.E.;Weston, Michael A.",0179-1613,Ethology,"060201 Behavioural Ecology,060309 Phylogeny and Comparative Analysis,060809 Vertebrate Biology,060201 Behavioural Ecology,060309 Phylogeny and Comparative Analysis,060809 Vertebrate Biology",2013,21,19,1.398,0.823,356,2,http://dro.deakin.edu.au/view/DU:30055252,FALSE
DU:30039064,Phylogeny affects estimation of metabolic scaling in mammals,Journal Article,"Symonds, Matthew R. E.;Elgar, Mark A.",0014-3820,Evolution,"060203 Ecological Physiology,060309 Phylogeny and Comparative Analysis,060809 Vertebrate Biology",2002,44,41,4.201,2.942,72,1,http://dro.deakin.edu.au/view/DU:30039064,FALSE
DU:30046952,Sexual selection and the evolution of complex color patterns in dragon lizards,Journal Article,"Chen, I-Ping;Stuart-Fox, Devi;Hugall, Andrew F.;Symonds, Matthew R. E.",0014-3820,Evolution,"060201 Behavioural Ecology,060309 Phylogeny and Comparative Analysis,060809 Vertebrate Biology",2012,44,45,4.201,2.942,288,5,http://dro.deakin.edu.au/view/DU:30046952,FALSE
DU:30039064,Phylogeny affects estimation of metabolic scaling in mammals,Journal Article,"Symonds, Matthew R. E.;Elgar, Mark A.",1558-5646,Evolution,"060203 Ecological Physiology,060309 Phylogeny and Comparative Analysis,060809 Vertebrate Biology",2002,44,41,4.201,2.942,72,1,http://dro.deakin.edu.au/view/DU:30039064,FALSE
DU:30046952,Sexual selection and the evolution of complex color patterns in dragon lizards,Journal Article,"Chen, I-Ping;Stuart-Fox, Devi;Hugall, Andrew F.;Symonds, Matthew R. E.",1558-5646,Evolution,"060201 Behavioural Ecology,060309 Phylogeny and Comparative Analysis,060809 Vertebrate Biology",2012,44,45,4.201,2.942,288,5,http://dro.deakin.edu.au/view/DU:30046952,FALSE
DU:30088481,Experimental evolution reveals that population density does not affect moth signalling behaviour and antennal morphology,Journal Article,"Ashman, Kita;McNamara, Kathryn B;Symonds, Matthew",1573-8477,Evolutionary ecology,"060399 Evolutionary Biology not elsewhere classified,060305 Evolution of Developmental Systems,060299 Ecology not elsewhere classified",2016,5,4,1.818,1.157,172,4,http://dro.deakin.edu.au/view/DU:30088481,FALSE
DU:30090722,Bill size mediates behavioural thermoregulation in birds,Journal Article,"Ryeland, Julia;Weston, Michael A.;Symonds, Matthew R. E.",0269-8463,Functional ecology,"050101 Ecological Impacts of Climate Change,06 Biological Sciences,05 Environmental Sciences",2017,5,4,5.63,3.165,172,3,http://dro.deakin.edu.au/view/DU:30090722,FALSE
DU:30115537,Morphology and geography predict the use of heat conservation behaviours across birds,Journal Article,"Pavlovic, Gabrielle;Weston, Michael A.;Symonds, Matthew R. E.",0269-8463,Functional ecology,"06 Biological Sciences,05 Environmental Sciences",2019,0,0,5.63,3.165,27,2,http://dro.deakin.edu.au/view/DU:30115537,FALSE
DU:30039058,Insectivore life histories: further evidence against an optimum body size for mammals,Journal Article,"Symonds, M. R. E.",0269-8463,Functional ecology,"060201 Behavioural Ecology,060203 Ecological Physiology,060308 Life Histories",1999,15,14,5.63,3.165,305,1,http://dro.deakin.edu.au/view/DU:30039058,FALSE
DU:30049675,Macrostress: do large-scale ecological patterns exist in the glucocorticoid stress response of vertebrates?,Journal Article,"Jessop, Tim S.;Woodford, Romy;Symonds, Matthew R. E.",0269-8463,Functional ecology,"060309 Phylogeny and Comparative Analysis,060806 Animal Physiological Ecology",2013,37,38,5.63,3.165,321,9,http://dro.deakin.edu.au/view/DU:30049675,FALSE
DU:30090722,Bill size mediates behavioural thermoregulation in birds,Journal Article,"Ryeland, Julia;Weston, Michael A.;Symonds, Matthew R. E.",1365-2435,Functional ecology,"050101 Ecological Impacts of Climate Change,06 Biological Sciences,05 Environmental Sciences",2017,5,4,5.63,3.165,172,3,http://dro.deakin.edu.au/view/DU:30090722,FALSE
DU:30115537,Morphology and geography predict the use of heat conservation behaviours across birds,Journal Article,"Pavlovic, Gabrielle;Weston, Michael A.;Symonds, Matthew R. E.",1365-2435,Functional ecology,"06 Biological Sciences,05 Environmental Sciences",2019,0,0,5.63,3.165,27,2,http://dro.deakin.edu.au/view/DU:30115537,FALSE
DU:30039058,Insectivore life histories: further evidence against an optimum body size for mammals,Journal Article,"Symonds, M. R. E.",1365-2435,Functional ecology,"060201 Behavioural Ecology,060203 Ecological Physiology,060308 Life Histories",1999,15,14,5.63,3.165,305,1,http://dro.deakin.edu.au/view/DU:30039058,FALSE
DU:30049675,Macrostress: do large-scale ecological patterns exist in the glucocorticoid stress response of vertebrates?,Journal Article,"Jessop, Tim S.;Woodford, Romy;Symonds, Matthew R. E.",1365-2435,Functional ecology,"060309 Phylogeny and Comparative Analysis,060806 Animal Physiological Ecology",2013,37,38,5.63,3.165,321,9,http://dro.deakin.edu.au/view/DU:30049675,FALSE
DU:30039070,Range size-abundance relationships in Australian passerines,Journal Article,"Symonds, Matthew R. E.;Johnson, Christopher N.",1466-822X,Global ecology and biogeography,"060207 Population Ecology,060309 Phylogeny and Comparative Analysis,060809 Vertebrate Biology,060207 Population Ecology,060309 Phylogeny and Comparative Analysis,060809 Vertebrate Biology",2006,20,16,6.045,4.061,295,1,http://dro.deakin.edu.au/view/DU:30039070,FALSE
DU:30072073,Lecturing and other face-to-face teaching – too much or too little? An assessment based on student feedback and fail rates,Journal Article,"Symonds, Matthew R. E.",0729-4360,Higher education research and development,"130103 Higher Education,130103 Higher Education",2014,3,6,1.206,1.103,258,23,http://dro.deakin.edu.au/view/DU:30072073,FALSE
DU:30039069,Determinants of local abundance in a major radiation of Australian passerines (Aves: Meliphagoidea),Journal Article,"Symonds, Matthew R. E.;Johnson, Christopher N.",0305-0270,Journal of biogeography,"060207 Population Ecology,060309 Phylogeny and Comparative Analysis,060809 Vertebrate Biology",2006,14,13,4.248,2.467,365,1,http://dro.deakin.edu.au/view/DU:30039069,FALSE
DU:30077340,Climate-related spatial and temporal variation in bill morphology over the past century in Australian parrots,Journal Article,"Campbell-Tennant, Daniel J. E.;Gardner, Janet L.;Kearney, Michael R.;Symonds, Matthew R. E.",0305-0270,Journal of biogeography,"060303 Biological Adaptation,060208 Terrestrial Ecology,04 Earth Sciences,05 Environmental Sciences,06 Biological Sciences",2015,15,12,4.248,2.467,218,2,http://dro.deakin.edu.au/view/DU:30077340,FALSE
DU:30039069,Determinants of local abundance in a major radiation of Australian passerines (Aves: Meliphagoidea),Journal Article,"Symonds, Matthew R. E.;Johnson, Christopher N.",1365-2699,Journal of biogeography,"060207 Population Ecology,060309 Phylogeny and Comparative Analysis,060809 Vertebrate Biology",2006,14,13,4.248,2.467,365,1,http://dro.deakin.edu.au/view/DU:30039069,FALSE
DU:30077340,Climate-related spatial and temporal variation in bill morphology over the past century in Australian parrots,Journal Article,"Campbell-Tennant, Daniel J. E.;Gardner, Janet L.;Kearney, Michael R.;Symonds, Matthew R. E.",1365-2699,Journal of biogeography,"060303 Biological Adaptation,060208 Terrestrial Ecology,04 Earth Sciences,05 Environmental Sciences,06 Biological Sciences",2015,15,12,4.248,2.467,218,2,http://dro.deakin.edu.au/view/DU:30077340,FALSE
DU:30039074,The mode of evolution of aggregation pheromones in Drosophila species,Journal Article,"Symonds, M. R. E.;Wertheim, B.",1010-061X,Journal of evolutionary biology,"060201 Behavioural Ecology,060309 Phylogeny and Comparative Analysis,060808 Invertebrate Biology",2005,41,40,2.792,1.859,286,1,http://dro.deakin.edu.au/view/DU:30039074,FALSE
DU:30039075,Evolution of cuticular hydrocarbon diversity in ants,Journal Article,"Van Wilgenburg, E.;Symonds, M. R. E.;Elgar, M. A.",1010-061X,Journal of evolutionary biology,"060201 Behavioural Ecology,060309 Phylogeny and Comparative Analysis,060808 Invertebrate Biology",2011,52,53,2.792,1.859,311,5,http://dro.deakin.edu.au/view/DU:30039075,FALSE
DU:30039074,The mode of evolution of aggregation pheromones in Drosophila species,Journal Article,"Symonds, M. R. E.;Wertheim, B.",1420-9101,Journal of evolutionary biology,"060201 Behavioural Ecology,060309 Phylogeny and Comparative Analysis,060808 Invertebrate Biology",2005,41,40,2.792,1.859,286,1,http://dro.deakin.edu.au/view/DU:30039074,FALSE
DU:30039075,Evolution of cuticular hydrocarbon diversity in ants,Journal Article,"Van Wilgenburg, E.;Symonds, M. R. E.;Elgar, M. A.",1420-9101,Journal of evolutionary biology,"060201 Behavioural Ecology,060309 Phylogeny and Comparative Analysis,060808 Invertebrate Biology",2011,52,53,2.792,1.859,311,5,http://dro.deakin.edu.au/view/DU:30039075,FALSE
DU:30044261,"Reproductive consequences of male arrival order in the Bark beetle, Ips grandicollis",Journal Article,"Symonds, Matthew R. E.;Magrath, Michael J. L.;Latty, Tanya M.",0892-7553,Journal of insect behavior,"060201 Behavioural Ecology,060309 Phylogeny and Comparative Analysis,060809 Vertebrate Biology,060201 Behavioural Ecology,060309 Phylogeny and Comparative Analysis,060809 Vertebrate Biology",2012,3,3,0.97,0.528,317,7,http://dro.deakin.edu.au/view/DU:30044261,FALSE
DU:30107956,Are the big and beautiful less bold? Differences in avian fearfulness between the sexes in relation to body size and colour,Journal Article,"Guay, P.-J.;Leppitt, R.;Weston, M. A.;Yeager, T. R.;Van Dongen, W. F. D.;Symonds, M. R. E.",0952-8369,Journal of zoology,"06 Biological Sciences,05 Environmental Sciences",2018,0,0,2.186,1.085,87,1,http://dro.deakin.edu.au/view/DU:30107956,FALSE
DU:30039059,"Life histories of the Insectivora : the role of phylogeny, metabolism and sex differences",Journal Article,"Symonds, Matthew R. E.",0952-8369,Journal of zoology,"060201 Behavioural Ecology,060203 Ecological Physiology,060308 Life Histories",1999,44,40,2.186,1.085,312,2,http://dro.deakin.edu.au/view/DU:30039059,FALSE
DU:30107956,Are the big and beautiful less bold? Differences in avian fearfulness between the sexes in relation to body size and colour,Journal Article,"Guay, P.-J.;Leppitt, R.;Weston, M. A.;Yeager, T. R.;Van Dongen, W. F. D.;Symonds, M. R. E.",1469-7998,Journal of zoology,"06 Biological Sciences,05 Environmental Sciences",2018,0,0,2.186,1.085,87,1,http://dro.deakin.edu.au/view/DU:30107956,FALSE
DU:30039059,"Life histories of the Insectivora : the role of phylogeny, metabolism and sex differences",Journal Article,"Symonds, Matthew R. E.",1469-7998,Journal of zoology,"060201 Behavioural Ecology,060203 Ecological Physiology,060308 Life Histories",1999,44,40,2.186,1.085,312,2,http://dro.deakin.edu.au/view/DU:30039059,FALSE
DU:30111964,Bicycles evoke longer flight-initiation distances and higher intensity escape behaviour of some birds in parks compared with pedestrians,Journal Article,"Bernard, Guillaume E.;van Dongen, Wouter F. D.;Guay, Patrick-Jean;Symonds, Matthew R. E.;Robinson, Randall W.;Weston, Michael A.",0169-2046,Landscape and Urban Planning,"09 Engineering,05 Environmental Sciences,12 Built Environment And Design",2018,0,0,4.563,1.88,74,1,http://dro.deakin.edu.au/view/DU:30111964,FALSE
DU:30096888,Sexual selection on receptor organ traits: younger females attract males with longer antennae,Journal Article,"Johnson, Tamara L.;Symonds, Matthew R. E.;Elgar, Mark A.",0028-1042,The science of nature,"060801 Animal Behaviour,060305 Evolution of Developmental Systems,MD Multidisciplinary",2017,5,4,2.221,0.715,134,1,http://dro.deakin.edu.au/view/DU:30096888,FALSE
DU:30039050,Web-building spiders attract prey by storing decaying matter,Journal Article,"Bjorkman-Chiswell, Bojun T.;Kulinski, Melissa M.;Muscat, Robert L.;Nguyen, Kim A.;Norton, Kim A.;Symonds, Matthew R. E.;Westhope, Gina E.;Elgar, Mark A.",0028-1042,Naturwissenschaften,"060201 Behavioural Ecology,060808 Invertebrate Biology",2004,27,22,2.221,0.715,303,3,http://dro.deakin.edu.au/view/DU:30039050,FALSE
DU:30096888,Sexual selection on receptor organ traits: younger females attract males with longer antennae,Journal Article,"Johnson, Tamara L.;Symonds, Matthew R. E.;Elgar, Mark A.",1432-1904,The science of nature,"060801 Animal Behaviour,060305 Evolution of Developmental Systems,MD Multidisciplinary",2017,5,4,2.221,0.715,134,1,http://dro.deakin.edu.au/view/DU:30096888,FALSE
DU:30039050,Web-building spiders attract prey by storing decaying matter,Journal Article,"Bjorkman-Chiswell, Bojun T.;Kulinski, Melissa M.;Muscat, Robert L.;Nguyen, Kim A.;Norton, Kim A.;Symonds, Matthew R. E.;Westhope, Gina E.;Elgar, Mark A.",1432-1904,Naturwissenschaften,"060201 Behavioural Ecology,060808 Invertebrate Biology",2004,27,22,2.221,0.715,303,3,http://dro.deakin.edu.au/view/DU:30039050,FALSE
DU:30039056,"Quantity, quality and equality",Journal Article,"Symonds, Matthew",0262-4079,New scientist,"060299 Ecology not elsewhere classified,160511 Research, Science and Technology Policy",2007,,,0.353,0.107,64,0,http://dro.deakin.edu.au/view/DU:30039056,FALSE
DU:30039063,"Latitudinal gradients in abundance, and the causes of rarity in the tropics: a test using Australian honeyeaters (Aves: Meliphagidae)",Journal Article,"Symonds, Matthew R. E.;Christidis, Les;Johnson, Christopher N.",0029-8549,Oecologia,"060202 Community Ecology (excl Invasive Species Ecology),060309 Phylogeny and Comparative Analysis,060809 Vertebrate Biology",2006,11,10,3.13,1.72,295,1,http://dro.deakin.edu.au/view/DU:30039063,FALSE
DU:30082127,Tests of ecogeographical relationships in a non-native species: what rules avian morphology?,Journal Article,"Cardilini, Adam P. A.;Buchanan, Katherine L.;Sherman, Craig D. H.;Cassey, Phillip;Symonds, Matthew R. E.",1432-1939,Oecologia,"060208 Terrestrial Ecology,060302 Biogeography and Phylogeography,060806 Animal Physiological Ecology,0602 Ecology",2016,8,8,3.13,1.72,274,7,http://dro.deakin.edu.au/view/DU:30082127,FALSE
DU:30039063,"Latitudinal gradients in abundance, and the causes of rarity in the tropics: a test using Australian honeyeaters (Aves: Meliphagidae)",Journal Article,"Symonds, Matthew R. E.;Christidis, Les;Johnson, Christopher N.",1432-1939,Oecologia,"060202 Community Ecology (excl Invasive Species Ecology),060309 Phylogeny and Comparative Analysis,060809 Vertebrate Biology",2006,11,10,3.13,1.72,295,1,http://dro.deakin.edu.au/view/DU:30039063,FALSE
DU:30072068,Gender differences in conference presentations: a consequence of self-selection?,Journal Article,"Jones, Theresa M.;Fanson, Kerry V.;Lanfear, Rob;Symonds, Matthew R. E.;Higgie, Megan",2167-8359,PeerJ,"160511 Research, Science and Technology Policy",2014,13,13,2.177,1.109,275,15,http://dro.deakin.edu.au/view/DU:30072068,TRUE
DU:30039068,Gender differences in publication output: towards an unbiased metric of research performance,Journal Article,"Symonds, M. R. E.;Gemmell, Neil J.;Braisher, Tamsin L.;Gorringe, Kylie L.;Elgar, Mark A.",1932-6203,PLoS ONE,"060299 Ecology not elsewhere classified,160511 Research, Science and Technology Policy",2006,115,108,2.806,1.201,328,18,http://dro.deakin.edu.au/view/DU:30039068,TRUE
DU:30058877,"The evolution of body size, antennal size and host use in parasitoid wasps (hymenoptera: chalcidoidea): a phylogenetic comparative analysis",Journal Article,"Symonds, Matthew R.E.;Elgar, Mark A.",1932-6203,PLoS one,"060201 Behavioural Ecology,060309 Phylogeny and Comparative Analysis,060808 Invertebrate Biology",2013,8,5,2.806,1.201,290,14,http://dro.deakin.edu.au/view/DU:30058877,TRUE
