DRO PID,article_title,Publication Type,Authors,Parent Publication,Fields Of Research,Publication Year,Scopus Citation Count,Web of Science Citation Count,Journal Impact Factor,SJR.x,Abstract Views,File Downloads,URL,Open Access,ISSN,Rank,Sourceid,journal_title,Type,SJR.y,SJR Best Quartile,H index,Total Docs. (2017),Total Docs. (3years),Total Refs.,Total Cites (3years),Citable Docs. (3years),Cites / Doc. (2years),Ref. / Doc.,Country,Publisher,Categories,Quartiles
DU:30076245,How small-scale variation in oyster reef patchiness influences predation on bivalves,Journal Article,"Macreadie, Peter I.;Geraldi, Nathan R.;Peterson, Charles H.",Marine ecology progress series,"060205 Marine and Estuarine Ecology (incl Marine Ichthyology),060801 Animal Behaviour",2011,6,4,2.292,1.279,178,2,http://dro.deakin.edu.au/view/DU:30076245,FALSE,"01718630, 01718630, 01718630, 01718630, 01718630",2973,12169,Marine Ecology - Progress Series,journal,1289,Q1,161,415,1415,28996,3555,1399,"2,37","69,87",Germany,Inter-Research Science Publishing,Aquatic Science ,1
DU:30076245,How small-scale variation in oyster reef patchiness influences predation on bivalves,Journal Article,"Macreadie, Peter I.;Geraldi, Nathan R.;Peterson, Charles H.",Marine ecology progress series,"060205 Marine and Estuarine Ecology (incl Marine Ichthyology),060801 Animal Behaviour",2011,6,4,2.292,1.279,178,2,http://dro.deakin.edu.au/view/DU:30076245,FALSE,"01718630, 01718630, 01718630, 01718630, 01718630",2973,12169,Marine Ecology - Progress Series,journal,1289,Q1,161,415,1415,28996,3555,1399,"2,37","69,87",Germany,Inter-Research Science Publishing,Ecology ,1
DU:30076245,How small-scale variation in oyster reef patchiness influences predation on bivalves,Journal Article,"Macreadie, Peter I.;Geraldi, Nathan R.;Peterson, Charles H.",Marine ecology progress series,"060205 Marine and Estuarine Ecology (incl Marine Ichthyology),060801 Animal Behaviour",2011,6,4,2.292,1.279,178,2,http://dro.deakin.edu.au/view/DU:30076245,FALSE,"01718630, 01718630, 01718630, 01718630, 01718630",2973,12169,Marine Ecology - Progress Series,journal,1289,Q1,161,415,1415,28996,3555,1399,"2,37","69,87",Germany,Inter-Research Science Publishing,"Ecology, Evolution, Behavior and Systematics ",1
DU:30076246,Feeding ecology of King George whiting Sillaginodes punctatus (Perciformes) recruits in seagrass and unvegetated habitats. Does diet reflect habitat utilization?,Journal Article,"Jenkins, G.P.;Syme, A.;Macreadie, P.I.",Journal of fish biology,"060205 Marine and Estuarine Ecology (incl Marine Ichthyology),060701 Phycology (incl Marine Grasses)",2011,3,3,1.519,0.741,207,2,http://dro.deakin.edu.au/view/DU:30076246,FALSE,"00221112, 10958649, 10958649, 10958649",5665,22560,Journal of Fish Biology,journal,822,Q2,97,293,842,13184,1426,825,"1,72","45,00",United Kingdom,Blackwell Publishing Inc.,Aquatic Science ,2
DU:30076246,Feeding ecology of King George whiting Sillaginodes punctatus (Perciformes) recruits in seagrass and unvegetated habitats. Does diet reflect habitat utilization?,Journal Article,"Jenkins, G.P.;Syme, A.;Macreadie, P.I.",Journal of fish biology,"060205 Marine and Estuarine Ecology (incl Marine Ichthyology),060701 Phycology (incl Marine Grasses)",2011,3,3,1.519,0.741,207,2,http://dro.deakin.edu.au/view/DU:30076246,FALSE,"00221112, 10958649, 10958649, 10958649",5665,22560,Journal of Fish Biology,journal,822,Q2,97,293,842,13184,1426,825,"1,72","45,00",United Kingdom,Blackwell Publishing Inc.,"Ecology, Evolution, Behavior and Systematics ",2
DU:30076247,Short-term differences in animal assemblages in patches formed by loss and growth of habitat,Journal Article,"Macreadie, Peter I.;Connolly, Rod M.;Keough, Michael J.;Jenkins, Gregory P.;Hindell, Jeremy S.",Austral ecology,"060202 Community Ecology (excl Invasive Species Ecology),060205 Marine and Estuarine Ecology (incl Marine Ichthyology),060202 Community Ecology (excl Invasive Species Ecology),060205 Marine and Estuarine Ecology (incl Marine Ichthyology)",2010,5,NA,1.708,0.897,206,1,http://dro.deakin.edu.au/view/DU:30076247,FALSE,14429985,5121,5000159300,Austral Ecology,journal,891,Q2,74,107,286,5668,513,283,"1,74","52,97",United Kingdom,Blackwell Publishing Inc.,Ecology ,2
DU:30076247,Short-term differences in animal assemblages in patches formed by loss and growth of habitat,Journal Article,"Macreadie, Peter I.;Connolly, Rod M.;Keough, Michael J.;Jenkins, Gregory P.;Hindell, Jeremy S.",Austral ecology,"060202 Community Ecology (excl Invasive Species Ecology),060205 Marine and Estuarine Ecology (incl Marine Ichthyology),060202 Community Ecology (excl Invasive Species Ecology),060205 Marine and Estuarine Ecology (incl Marine Ichthyology)",2010,5,NA,1.708,0.897,206,1,http://dro.deakin.edu.au/view/DU:30076247,FALSE,14429985,5121,5000159300,Austral Ecology,journal,891,Q2,74,107,286,5668,513,283,"1,74","52,97",United Kingdom,Blackwell Publishing Inc.,"Ecology, Evolution, Behavior and Systematics ",2
DU:30076248,Denitrification measurements of sediments using cores and chambers,Journal Article,"Macreadie, Peter I.;Ross, D. Jeff;Longmore, Andrew R.;Keough, Michael J.",Marine ecology progress series,050304 Soil Chemistry (excl Carbon Sequestration Science),2006,4,NA,2.292,1.279,174,0,http://dro.deakin.edu.au/view/DU:30076248,FALSE,"01718630, 01718630, 01718630, 01718630, 01718630",2973,12169,Marine Ecology - Progress Series,journal,1289,Q1,161,415,1415,28996,3555,1399,"2,37","69,87",Germany,Inter-Research Science Publishing,Aquatic Science ,1
DU:30076248,Denitrification measurements of sediments using cores and chambers,Journal Article,"Macreadie, Peter I.;Ross, D. Jeff;Longmore, Andrew R.;Keough, Michael J.",Marine ecology progress series,050304 Soil Chemistry (excl Carbon Sequestration Science),2006,4,NA,2.292,1.279,174,0,http://dro.deakin.edu.au/view/DU:30076248,FALSE,"01718630, 01718630, 01718630, 01718630, 01718630",2973,12169,Marine Ecology - Progress Series,journal,1289,Q1,161,415,1415,28996,3555,1399,"2,37","69,87",Germany,Inter-Research Science Publishing,Ecology ,1
DU:30076248,Denitrification measurements of sediments using cores and chambers,Journal Article,"Macreadie, Peter I.;Ross, D. Jeff;Longmore, Andrew R.;Keough, Michael J.",Marine ecology progress series,050304 Soil Chemistry (excl Carbon Sequestration Science),2006,4,NA,2.292,1.279,174,0,http://dro.deakin.edu.au/view/DU:30076248,FALSE,"01718630, 01718630, 01718630, 01718630, 01718630",2973,12169,Marine Ecology - Progress Series,journal,1289,Q1,161,415,1415,28996,3555,1399,"2,37","69,87",Germany,Inter-Research Science Publishing,"Ecology, Evolution, Behavior and Systematics ",1
DU:30076249,Growth inhibition of Candida species and Aspergillus fumigatus by statins,Journal Article,"Macreadie, Ian G.;Johnson, Georgia;Schlosser, Tanja;Macreadie, Peter I.",FEMS microbiology letters,030503 Organic Chemical Synthesis,2006,71,63,1.765,0.747,163,0,http://dro.deakin.edu.au/view/DU:30076249,FALSE,03781097,5919,19706,FEMS Microbiology Letters,journal,790,Q3,131,246,905,8614,1622,705,"1,85","35,02",United Kingdom,Oxford University Press,Genetics ,3
DU:30076249,Growth inhibition of Candida species and Aspergillus fumigatus by statins,Journal Article,"Macreadie, Ian G.;Johnson, Georgia;Schlosser, Tanja;Macreadie, Peter I.",FEMS microbiology letters,030503 Organic Chemical Synthesis,2006,71,63,1.765,0.747,163,0,http://dro.deakin.edu.au/view/DU:30076249,FALSE,03781097,5919,19706,FEMS Microbiology Letters,journal,790,Q3,131,246,905,8614,1622,705,"1,85","35,02",United Kingdom,Oxford University Press,Microbiology ,3
DU:30076249,Growth inhibition of Candida species and Aspergillus fumigatus by statins,Journal Article,"Macreadie, Ian G.;Johnson, Georgia;Schlosser, Tanja;Macreadie, Peter I.",FEMS microbiology letters,030503 Organic Chemical Synthesis,2006,71,63,1.765,0.747,163,0,http://dro.deakin.edu.au/view/DU:30076249,FALSE,03781097,5919,19706,FEMS Microbiology Letters,journal,790,Q3,131,246,905,8614,1622,705,"1,85","35,02",United Kingdom,Oxford University Press,Molecular Biology ,3
DU:30076250,Novel endoperoxides: synthesis and activity against Candida species,Journal Article,"Macreadie, Peter;Avery, Thomas;Greatrex, Ben;Taylor, Dennis;Macreadie, Ian",Bioorganic & medicinal chemistry letters,030503 Organic Chemical Synthesis,2006,12,10,2.454,0.843,162,0,http://dro.deakin.edu.au/view/DU:30076250,FALSE,0960894X,5752,25788,Bioorganic and Medicinal Chemistry Letters,journal,810,Q1,125,1010,3380,31761,8527,3340,"2,47","31,45",United Kingdom,Elsevier Ltd.,Pharmaceutical Science ,1
DU:30076250,Novel endoperoxides: synthesis and activity against Candida species,Journal Article,"Macreadie, Peter;Avery, Thomas;Greatrex, Ben;Taylor, Dennis;Macreadie, Ian",Bioorganic & medicinal chemistry letters,030503 Organic Chemical Synthesis,2006,12,10,2.454,0.843,162,0,http://dro.deakin.edu.au/view/DU:30076250,FALSE,0960894X,5752,25788,Bioorganic and Medicinal Chemistry Letters,journal,810,Q1,125,1010,3380,31761,8527,3340,"2,47","31,45",United Kingdom,Elsevier Ltd.,Biochemistry ,2
DU:30076250,Novel endoperoxides: synthesis and activity against Candida species,Journal Article,"Macreadie, Peter;Avery, Thomas;Greatrex, Ben;Taylor, Dennis;Macreadie, Ian",Bioorganic & medicinal chemistry letters,030503 Organic Chemical Synthesis,2006,12,10,2.454,0.843,162,0,http://dro.deakin.edu.au/view/DU:30076250,FALSE,0960894X,5752,25788,Bioorganic and Medicinal Chemistry Letters,journal,810,Q1,125,1010,3380,31761,8527,3340,"2,47","31,45",United Kingdom,Elsevier Ltd.,Clinical Biochemistry ,2
DU:30076250,Novel endoperoxides: synthesis and activity against Candida species,Journal Article,"Macreadie, Peter;Avery, Thomas;Greatrex, Ben;Taylor, Dennis;Macreadie, Ian",Bioorganic & medicinal chemistry letters,030503 Organic Chemical Synthesis,2006,12,10,2.454,0.843,162,0,http://dro.deakin.edu.au/view/DU:30076250,FALSE,0960894X,5752,25788,Bioorganic and Medicinal Chemistry Letters,journal,810,Q1,125,1010,3380,31761,8527,3340,"2,47","31,45",United Kingdom,Elsevier Ltd.,Drug Discovery ,2
DU:30076250,Novel endoperoxides: synthesis and activity against Candida species,Journal Article,"Macreadie, Peter;Avery, Thomas;Greatrex, Ben;Taylor, Dennis;Macreadie, Ian",Bioorganic & medicinal chemistry letters,030503 Organic Chemical Synthesis,2006,12,10,2.454,0.843,162,0,http://dro.deakin.edu.au/view/DU:30076250,FALSE,0960894X,5752,25788,Bioorganic and Medicinal Chemistry Letters,journal,810,Q1,125,1010,3380,31761,8527,3340,"2,47","31,45",United Kingdom,Elsevier Ltd.,Organic Chemistry ,2
DU:30076250,Novel endoperoxides: synthesis and activity against Candida species,Journal Article,"Macreadie, Peter;Avery, Thomas;Greatrex, Ben;Taylor, Dennis;Macreadie, Ian",Bioorganic & medicinal chemistry letters,030503 Organic Chemical Synthesis,2006,12,10,2.454,0.843,162,0,http://dro.deakin.edu.au/view/DU:30076250,FALSE,0960894X,5752,25788,Bioorganic and Medicinal Chemistry Letters,journal,810,Q1,125,1010,3380,31761,8527,3340,"2,47","31,45",United Kingdom,Elsevier Ltd.,Molecular Biology ,3
DU:30076250,Novel endoperoxides: synthesis and activity against Candida species,Journal Article,"Macreadie, Peter;Avery, Thomas;Greatrex, Ben;Taylor, Dennis;Macreadie, Ian",Bioorganic & medicinal chemistry letters,030503 Organic Chemical Synthesis,2006,12,10,2.454,0.843,162,0,http://dro.deakin.edu.au/view/DU:30076250,FALSE,0960894X,5752,25788,Bioorganic and Medicinal Chemistry Letters,journal,810,Q1,125,1010,3380,31761,8527,3340,"2,47","31,45",United Kingdom,Elsevier Ltd.,Molecular Medicine ,3
DU:30076251,"Novel endoperoxide antimalarials: synthesis, heme binding, and antimalarial activity",Journal Article,"Taylor, Dennis K.;Avery, Thomas D.;Greatrex, Ben W.;Tiekink, Edward R.T.;Macreadie, Ian G.;Macreadie, Peter I.;Humphries, Adam D.;Kalkanidis, Martha;Fox, Emma N.;Klonis, Nectarios;Tilley, Leann",Journal of medicinal chemistry,030503 Organic Chemical Synthesis,2004,36,32,6.259,2.432,163,0,http://dro.deakin.edu.au/view/DU:30076251,FALSE,00222623,879,23041,Journal of Medicinal Chemistry,journal,2567,Q1,231,708,2292,37587,14280,2223,"6,29","53,09",United States,American Chemical Society,Drug Discovery ,1
DU:30076251,"Novel endoperoxide antimalarials: synthesis, heme binding, and antimalarial activity",Journal Article,"Taylor, Dennis K.;Avery, Thomas D.;Greatrex, Ben W.;Tiekink, Edward R.T.;Macreadie, Ian G.;Macreadie, Peter I.;Humphries, Adam D.;Kalkanidis, Martha;Fox, Emma N.;Klonis, Nectarios;Tilley, Leann",Journal of medicinal chemistry,030503 Organic Chemical Synthesis,2004,36,32,6.259,2.432,163,0,http://dro.deakin.edu.au/view/DU:30076251,FALSE,00222623,879,23041,Journal of Medicinal Chemistry,journal,2567,Q1,231,708,2292,37587,14280,2223,"6,29","53,09",United States,American Chemical Society,Molecular Medicine ,1
DU:30079200,Can macroalgae contribute to blue carbon? An Australian perspective,Journal Article,"Hill, Ross;Bellgrove, Alecia;Macreadie, Peter I.;Petrou, Katherina;Beardall, John;Steven, Andy;Ralph, Peter J.",Limnology and oceanography,"060701 Phycology (incl Marine Grasses),050102 Ecosystem Function,060205 Marine and Estuarine Ecology (incl Marine Ichthyology)",2015,25,23,3.383,1.712,243,2,http://dro.deakin.edu.au/view/DU:30079200,FALSE,"00243590, 00243590",1551,29576,Limnology and Oceanography,journal,1871,Q1,171,216,505,14608,1905,498,"3,70","67,63",United States,Wiley-Blackwell,Aquatic Science ,1
DU:30079200,Can macroalgae contribute to blue carbon? An Australian perspective,Journal Article,"Hill, Ross;Bellgrove, Alecia;Macreadie, Peter I.;Petrou, Katherina;Beardall, John;Steven, Andy;Ralph, Peter J.",Limnology and oceanography,"060701 Phycology (incl Marine Grasses),050102 Ecosystem Function,060205 Marine and Estuarine Ecology (incl Marine Ichthyology)",2015,25,23,3.383,1.712,243,2,http://dro.deakin.edu.au/view/DU:30079200,FALSE,"00243590, 00243590",1551,29576,Limnology and Oceanography,journal,1871,Q1,171,216,505,14608,1905,498,"3,70","67,63",United States,Wiley-Blackwell,Oceanography ,1
DU:30079559,Predators help protect carbon stocks in blue carbon ecosystems,Journal Article,"Atwood, Trisha B.;Connolly, Rod M.;Ritchie, Euan G.;Lovelock, Catherine E.;Heithaus, Michael R.;Hays, Graeme C.;Fourqurean, James W.;Macreadie, Peter I.",Nature climate change,060299 Ecology not elsewhere classified,2015,39,40,19.304,8.256,264,7,http://dro.deakin.edu.au/view/DU:30079559,FALSE,"1758678X, 1758678X, 1758678X, 17586798, 17586798, 17586798, 1758678X, 1758678X, 1758678X, 17586798, 17586798, 17586798",118,21100198409,Nature Climate Change,journal,8341,Q1,109,233,922,6796,9839,593,"15,36","29,17",United Kingdom,Nature Publishing Group,Environmental Science (miscellaneous) ,1
DU:30079559,Predators help protect carbon stocks in blue carbon ecosystems,Journal Article,"Atwood, Trisha B.;Connolly, Rod M.;Ritchie, Euan G.;Lovelock, Catherine E.;Heithaus, Michael R.;Hays, Graeme C.;Fourqurean, James W.;Macreadie, Peter I.",Nature climate change,060299 Ecology not elsewhere classified,2015,39,40,19.304,8.256,264,7,http://dro.deakin.edu.au/view/DU:30079559,FALSE,"1758678X, 1758678X, 1758678X, 17586798, 17586798, 17586798, 1758678X, 1758678X, 1758678X, 17586798, 17586798, 17586798",118,21100198409,Nature Climate Change,journal,8341,Q1,109,233,922,6796,9839,593,"15,36","29,17",United Kingdom,Nature Publishing Group,Social Sciences (miscellaneous) ,1
DU:30079914,Losses and recovery of organic carbon from a seagrass ecosystem following disturbance,Journal Article,"Macreadie, Peter I.;Trevathan-Tackett, Stacey M.;Skilbeck, Charles G.;Sanderman, Jonathan;Curlevski, Nathalie;Jacobsen, Gerladine;Seymour, Justin R.",Proceedings of the Royal Society B : biological sciences,"060205 Marine and Estuarine Ecology (incl Marine Ichthyology),06 Biological Sciences,11 Medical And Health Sciences,07 Agricultural And Veterinary Sciences",2015,31,21,4.94,2.541,173,2,http://dro.deakin.edu.au/view/DU:30079914,FALSE,14712954,724,130030,Proceedings of the Royal Society B: Biological Sciences,journal,2826,Q1,209,617,1906,33916,8911,1833,"4,34","54,97",United Kingdom,The Royal Society,Agricultural and Biological Sciences (miscellaneous) ,1
DU:30079914,Losses and recovery of organic carbon from a seagrass ecosystem following disturbance,Journal Article,"Macreadie, Peter I.;Trevathan-Tackett, Stacey M.;Skilbeck, Charles G.;Sanderman, Jonathan;Curlevski, Nathalie;Jacobsen, Gerladine;Seymour, Justin R.",Proceedings of the Royal Society B : biological sciences,"060205 Marine and Estuarine Ecology (incl Marine Ichthyology),06 Biological Sciences,11 Medical And Health Sciences,07 Agricultural And Veterinary Sciences",2015,31,21,4.94,2.541,173,2,http://dro.deakin.edu.au/view/DU:30079914,FALSE,14712954,724,130030,Proceedings of the Royal Society B: Biological Sciences,journal,2826,Q1,209,617,1906,33916,8911,1833,"4,34","54,97",United Kingdom,The Royal Society,"Biochemistry, Genetics and Molecular Biology (miscellaneous) ",1
DU:30079914,Losses and recovery of organic carbon from a seagrass ecosystem following disturbance,Journal Article,"Macreadie, Peter I.;Trevathan-Tackett, Stacey M.;Skilbeck, Charles G.;Sanderman, Jonathan;Curlevski, Nathalie;Jacobsen, Gerladine;Seymour, Justin R.",Proceedings of the Royal Society B : biological sciences,"060205 Marine and Estuarine Ecology (incl Marine Ichthyology),06 Biological Sciences,11 Medical And Health Sciences,07 Agricultural And Veterinary Sciences",2015,31,21,4.94,2.541,173,2,http://dro.deakin.edu.au/view/DU:30079914,FALSE,14712954,724,130030,Proceedings of the Royal Society B: Biological Sciences,journal,2826,Q1,209,617,1906,33916,8911,1833,"4,34","54,97",United Kingdom,The Royal Society,Environmental Science (miscellaneous) ,1
DU:30079914,Losses and recovery of organic carbon from a seagrass ecosystem following disturbance,Journal Article,"Macreadie, Peter I.;Trevathan-Tackett, Stacey M.;Skilbeck, Charles G.;Sanderman, Jonathan;Curlevski, Nathalie;Jacobsen, Gerladine;Seymour, Justin R.",Proceedings of the Royal Society B : biological sciences,"060205 Marine and Estuarine Ecology (incl Marine Ichthyology),06 Biological Sciences,11 Medical And Health Sciences,07 Agricultural And Veterinary Sciences",2015,31,21,4.94,2.541,173,2,http://dro.deakin.edu.au/view/DU:30079914,FALSE,14712954,724,130030,Proceedings of the Royal Society B: Biological Sciences,journal,2826,Q1,209,617,1906,33916,8911,1833,"4,34","54,97",United Kingdom,The Royal Society,Immunology and Microbiology (miscellaneous)  ,1
DU:30079914,Losses and recovery of organic carbon from a seagrass ecosystem following disturbance,Journal Article,"Macreadie, Peter I.;Trevathan-Tackett, Stacey M.;Skilbeck, Charles G.;Sanderman, Jonathan;Curlevski, Nathalie;Jacobsen, Gerladine;Seymour, Justin R.",Proceedings of the Royal Society B : biological sciences,"060205 Marine and Estuarine Ecology (incl Marine Ichthyology),06 Biological Sciences,11 Medical And Health Sciences,07 Agricultural And Veterinary Sciences",2015,31,21,4.94,2.541,173,2,http://dro.deakin.edu.au/view/DU:30079914,FALSE,14712954,724,130030,Proceedings of the Royal Society B: Biological Sciences,journal,2826,Q1,209,617,1906,33916,8911,1833,"4,34","54,97",United Kingdom,The Royal Society,Medicine (miscellaneous) ,1
DU:30079932,Variability of sedimentary organic carbon in patchy seagrass landscapes,Journal Article,"Ricart, Aurora M.;York, Paul H.;Rasheed, Michael A.;Pérez, Marta;Romero, Javier;Bryant, Catherine V.;Macreadie, Peter I.",Marine pollution bulletin,060205 Marine and Estuarine Ecology (incl Marine Ichthyology),2015,30,18,3.146,1.302,178,2,http://dro.deakin.edu.au/view/DU:30079932,FALSE,"0025326X, 18793363, 18793363, 18793363, 18793363",3592,24024,Marine Pollution Bulletin,journal,1147,Q1,136,906,2154,43607,7238,2028,"3,30","48,13",United Kingdom,Elsevier Ltd.,Aquatic Science ,1
DU:30079932,Variability of sedimentary organic carbon in patchy seagrass landscapes,Journal Article,"Ricart, Aurora M.;York, Paul H.;Rasheed, Michael A.;Pérez, Marta;Romero, Javier;Bryant, Catherine V.;Macreadie, Peter I.",Marine pollution bulletin,060205 Marine and Estuarine Ecology (incl Marine Ichthyology),2015,30,18,3.146,1.302,178,2,http://dro.deakin.edu.au/view/DU:30079932,FALSE,"0025326X, 18793363, 18793363, 18793363, 18793363",3592,24024,Marine Pollution Bulletin,journal,1147,Q1,136,906,2154,43607,7238,2028,"3,30","48,13",United Kingdom,Elsevier Ltd.,Oceanography ,1
DU:30079932,Variability of sedimentary organic carbon in patchy seagrass landscapes,Journal Article,"Ricart, Aurora M.;York, Paul H.;Rasheed, Michael A.;Pérez, Marta;Romero, Javier;Bryant, Catherine V.;Macreadie, Peter I.",Marine pollution bulletin,060205 Marine and Estuarine Ecology (incl Marine Ichthyology),2015,30,18,3.146,1.302,178,2,http://dro.deakin.edu.au/view/DU:30079932,FALSE,"0025326X, 18793363, 18793363, 18793363, 18793363",3592,24024,Marine Pollution Bulletin,journal,1147,Q1,136,906,2154,43607,7238,2028,"3,30","48,13",United Kingdom,Elsevier Ltd.,Pollution ,1
DU:30080765,Comparison of marine macrophytes for their contributions to blue carbon sequestration,Journal Article,"Trevathan-Tackett, Stacey;Kelleway, Jeffrey;Macreadie, Peter I.;Beardall, John;Ralph, Peter;Bellgrove, Alecia",Ecology,"060701 Phycology (incl Marine Grasses),0501 Ecological Applications,0602 Ecology",2015,31,24,4.809,3.255,221,16,http://dro.deakin.edu.au/view/DU:30080765,TRUE,"00129658, 00129658",660,20308,Ecology,journal,2998,Q1,253,330,1002,15650,4996,965,"4,60","47,42",United States,Wiley-Blackwell,"Ecology, Evolution, Behavior and Systematics ",1
DU:30080769,Response to “comment on ‘seagrass viviparous propagules as a potential long-distance dispersal mechanism’ by A. C. G. Thomson et al”,Journal Article,"Thomson, Alexandra C. G.;York, Paul H.;Smith, Tim M.;Sherman, Craig D. H.;Booth, David J.;Keough, Michael J.;Ross, D. Jeff;Macreadie, Peter I.",Estuaries and coasts,"060205 Marine and Estuarine Ecology (incl Marine Ichthyology),04 Earth Sciences,05 Environmental Sciences,06 Biological Sciences",2016,0,0,2.182,1.064,24,1,http://dro.deakin.edu.au/view/DU:30080769,FALSE,"15592723, 15592723, 15592731, 15592731, 15592723, 15592723, 15592731, 15592731",3382,4700152445,Estuaries and Coasts,journal,1187,Q1,88,178,454,8778,1118,438,"2,25","49,31",United States,Springer New York LLC,Aquatic Science ,1
DU:30080769,Response to “comment on ‘seagrass viviparous propagules as a potential long-distance dispersal mechanism’ by A. C. G. Thomson et al”,Journal Article,"Thomson, Alexandra C. G.;York, Paul H.;Smith, Tim M.;Sherman, Craig D. H.;Booth, David J.;Keough, Michael J.;Ross, D. Jeff;Macreadie, Peter I.",Estuaries and coasts,"060205 Marine and Estuarine Ecology (incl Marine Ichthyology),04 Earth Sciences,05 Environmental Sciences,06 Biological Sciences",2016,0,0,2.182,1.064,24,1,http://dro.deakin.edu.au/view/DU:30080769,FALSE,"15592723, 15592723, 15592731, 15592731, 15592723, 15592723, 15592731, 15592731",3382,4700152445,Estuaries and Coasts,journal,1187,Q1,88,178,454,8778,1118,438,"2,25","49,31",United States,Springer New York LLC,Ecology ,1
DU:30080769,Response to “comment on ‘seagrass viviparous propagules as a potential long-distance dispersal mechanism’ by A. C. G. Thomson et al”,Journal Article,"Thomson, Alexandra C. G.;York, Paul H.;Smith, Tim M.;Sherman, Craig D. H.;Booth, David J.;Keough, Michael J.;Ross, D. Jeff;Macreadie, Peter I.",Estuaries and coasts,"060205 Marine and Estuarine Ecology (incl Marine Ichthyology),04 Earth Sciences,05 Environmental Sciences,06 Biological Sciences",2016,0,0,2.182,1.064,24,1,http://dro.deakin.edu.au/view/DU:30080769,FALSE,"15592723, 15592723, 15592731, 15592731, 15592723, 15592723, 15592731, 15592731",3382,4700152445,Estuaries and Coasts,journal,1187,Q1,88,178,454,8778,1118,438,"2,25","49,31",United States,Springer New York LLC,"Ecology, Evolution, Behavior and Systematics ",1
DU:30080774,Seventy years of continuous encroachment substantially increases 'blue carbon' capacity as mangroves replace intertidal salt marshes,Journal Article,"Kelleway, Jeffrey J.;Saintilan, Neil;Macreadie, Peter I.;Skilbeck, Charles G.;Zawadzki, Atun;Ralph, Peter J.",Global change biology,"060205 Marine and Estuarine Ecology (incl Marine Ichthyology),06 Biological Sciences,05 Environmental Sciences,060205 Marine and Estuarine Ecology (incl Marine Ichthyology),06 Biological Sciences,05 Environmental Sciences",2016,42,39,8.502,4.768,202,3,http://dro.deakin.edu.au/view/DU:30080774,FALSE,"13541013, 13652486, 13652486, 13652486",319,15131,Global Change Biology,journal,4731,Q1,204,455,1027,33162,9299,987,"8,86","72,88",United Kingdom,Blackwell Publishing Inc.,Ecology ,1
DU:30080774,Seventy years of continuous encroachment substantially increases 'blue carbon' capacity as mangroves replace intertidal salt marshes,Journal Article,"Kelleway, Jeffrey J.;Saintilan, Neil;Macreadie, Peter I.;Skilbeck, Charles G.;Zawadzki, Atun;Ralph, Peter J.",Global change biology,"060205 Marine and Estuarine Ecology (incl Marine Ichthyology),06 Biological Sciences,05 Environmental Sciences,060205 Marine and Estuarine Ecology (incl Marine Ichthyology),06 Biological Sciences,05 Environmental Sciences",2016,42,39,8.502,4.768,202,3,http://dro.deakin.edu.au/view/DU:30080774,FALSE,"13541013, 13652486, 13652486, 13652486",319,15131,Global Change Biology,journal,4731,Q1,204,455,1027,33162,9299,987,"8,86","72,88",United Kingdom,Blackwell Publishing Inc.,Environmental Chemistry ,1
DU:30080774,Seventy years of continuous encroachment substantially increases 'blue carbon' capacity as mangroves replace intertidal salt marshes,Journal Article,"Kelleway, Jeffrey J.;Saintilan, Neil;Macreadie, Peter I.;Skilbeck, Charles G.;Zawadzki, Atun;Ralph, Peter J.",Global change biology,"060205 Marine and Estuarine Ecology (incl Marine Ichthyology),06 Biological Sciences,05 Environmental Sciences,060205 Marine and Estuarine Ecology (incl Marine Ichthyology),06 Biological Sciences,05 Environmental Sciences",2016,42,39,8.502,4.768,202,3,http://dro.deakin.edu.au/view/DU:30080774,FALSE,"13541013, 13652486, 13652486, 13652486",319,15131,Global Change Biology,journal,4731,Q1,204,455,1027,33162,9299,987,"8,86","72,88",United Kingdom,Blackwell Publishing Inc.,Environmental Science (miscellaneous) ,1
DU:30080774,Seventy years of continuous encroachment substantially increases 'blue carbon' capacity as mangroves replace intertidal salt marshes,Journal Article,"Kelleway, Jeffrey J.;Saintilan, Neil;Macreadie, Peter I.;Skilbeck, Charles G.;Zawadzki, Atun;Ralph, Peter J.",Global change biology,"060205 Marine and Estuarine Ecology (incl Marine Ichthyology),06 Biological Sciences,05 Environmental Sciences,060205 Marine and Estuarine Ecology (incl Marine Ichthyology),06 Biological Sciences,05 Environmental Sciences",2016,42,39,8.502,4.768,202,3,http://dro.deakin.edu.au/view/DU:30080774,FALSE,"13541013, 13652486, 13652486, 13652486",319,15131,Global Change Biology,journal,4731,Q1,204,455,1027,33162,9299,987,"8,86","72,88",United Kingdom,Blackwell Publishing Inc.,Global and Planetary Change ,1
DU:30081858,Do ENSO and coastal development enhance coastal burial of terrestrial carbon?,Journal Article,"Macreadie, Peter I.;Rolph, Timothy C.;Boyd, Ron;Schröder-Adams, Claudia J.;Skilbeck, Charles G.",PLoS one,"050102 Ecosystem Function,050205 Environmental Management",2015,6,5,2.806,1.201,173,6,http://dro.deakin.edu.au/view/DU:30081858,TRUE,"19326203, 19326203, 19326203, 19326203",3504,10600153309,PLoS ONE,journal,1164,Q1,241,21139,84900,966837,253405,80196,"2,86","45,74",United States,Public Library of Science,Agricultural and Biological Sciences (miscellaneous) ,1
